ruler,frequency,roi_2.numLooks,key_resp_5.keys,rdtDropTime,rdtPressTime,reactionPress.keys,participant,block_number,fixation_cond,trialNumber,rt,identifier
BW,Low,0,None,3.0000000000000004,3.2179795000702143,g,21615,4,central,1,217.97950007021382,21615_4
BW,Low,0,None,1.5,1.6841547000221908,g,21615,4,central,2,184.1547000221908,21615_4
RG,Low,0,None,4,4.2337154999841005,g,21615,4,central,3,233.71549998410046,21615_4
RG,Low,0,None,1.5,1.7844273999799043,g,21615,4,central,4,284.4273999799043,21615_4
BW,High,0,None,5.5,5.718104100087658,g,21615,4,central,5,218.10410008765757,21615_4
RG,High,0,space,2.5,2.784383099991828,g,21615,4,central,8,284.3830999918282,21615_4
BW,Low,0,None,1.5,1.7504589001182467,g,21615,4,central,9,250.4589001182469,21615_4
RG,High,0,None,3.0000000000000004,3.2331314000766724,g,21615,4,central,10,233.13140007667198,21615_4
BW,High,0,None,1,1.334494600072503,g,21615,4,central,11,334.4946000725031,21615_4
BW,Low,0,None,3.5,3.7664758001919836,g,21615,4,central,12,266.47580019198404,21615_4
BW,High,0,None,6.5,6.684891600161791,g,21615,4,central,13,184.89160016179085,21615_4
RG,High,0,None,1,1.2684259999077767,g,21615,4,central,14,268.4259999077767,21615_4
RG,Low,0,None,5.5,5.7172017998527735,g,21615,4,central,15,217.20179985277355,21615_4
RG,Low,0,None,4.500000000000001,4.734043000033125,g,21615,4,central,16,234.0430000331244,21615_4
BW,High,0,space,3.5,3.783797200070694,g,21615,4,central,17,283.7972000706941,21615_4
RG,Low,0,None,5.5,5.7674241999629885,g,21615,4,central,18,267.4241999629885,21615_4
RG,High,0,None,3.0000000000000004,3.2508270000107586,g,21615,4,central,19,250.82700001075776,21615_4
BW,Low,0,None,6,6.217467000009492,g,21615,4,central,20,217.46700000949204,21615_4
RG,High,0,None,1.5,1.7671427999157459,g,21615,4,central,21,267.1427999157461,21615_4
BW,High,0,None,1.5,1.8003950000274926,g,21615,4,central,22,300.39500002749264,21615_4
BW,Low,0,space,1,1.233380600111559,g,21615,4,central,23,233.38060011155903,21615_4
RG,Low,0,None,5.5,5.768010099884123,g,21615,4,central,24,268.0100998841226,21615_4
RG,High,0,None,4.500000000000001,4.7678239000961185,g,21615,4,central,25,267.82390009611845,21615_4
RG,Low,0,None,3.0000000000000004,3.250854700105265,g,21615,4,central,26,250.85470010526433,21615_4
BW,High,0,None,6.5,6.800952899968252,g,21615,4,central,27,300.9528999682516,21615_4
BW,Low,0,None,1.5,1.799988599959761,g,21615,4,central,28,299.9885999597609,21615_4
RG,Low,0,space,2,2.267998999916017,g,21615,4,central,30,267.99899991601706,21615_4
RG,High,0,None,1.5,1.8505027999635786,g,21615,4,central,31,350.50279996357835,21615_4
BW,Low,0,None,2.5,2.7841562998946756,g,21615,4,central,32,284.15629989467607,21615_4
RG,High,0,None,6,6.26712540001608,g,21615,3,peripheral,1,267.1254000160843,21615_3
BW,High,0,None,1.5,1.80014130007476,g,21615,3,peripheral,2,300.1413000747559,21615_3
RG,Low,0,None,2.5,2.71775229997002,g,21615,3,peripheral,3,217.75229997001588,21615_3
BW,Low,0,None,2,2.23438679985702,g,21615,3,peripheral,4,234.38679985702038,21615_3
BW,High,0,None,1,1.31680719996803,g,21615,3,peripheral,6,316.8071999680251,21615_3
BW,Low,0,None,6,6.28410020004958,g,21615,3,peripheral,7,284.10020004957914,21615_3
RG,Low,0,None,1.5,1.76723769982345,g,21615,3,peripheral,8,267.237699823454,21615_3
RG,High,0,None,1,1.3504677999299,g,21615,3,peripheral,9,350.46779992990196,21615_3
BW,Low,0,None,1.5,1.73387399991043,g,21615,3,peripheral,10,233.87399991042912,21615_3
RG,Low,0,None,1.5,1.73399939993396,g,21615,3,peripheral,11,233.999399933964,21615_3
BW,High,0,None,1,1.318095699884,g,21615,3,peripheral,12,318.09569988399744,21615_3
BW,High,0,None,1,1.31728790001944,g,21615,3,peripheral,13,317.2879000194371,21615_3
BW,Low,0,None,6.5,6.75053050019778,g,21615,3,peripheral,14,250.5305001977831,21615_3
RG,Low,0,None,1.5,1.75121279992163,g,21615,3,peripheral,15,251.2127999216318,21615_3
RG,High,0,None,3.0000000000000004,3.3167421000544,g,21615,3,peripheral,16,316.7421000543977,21615_3
RG,High,0,None,4.999999999999999,5.25193789997138,g,21615,3,peripheral,17,251.9378999713817,21615_3
BW,High,0,None,6,6.30145480018109,g,21615,3,peripheral,18,301.45480018109083,21615_3
RG,Low,0,None,7.500000000000001,7.75059209996834,g,21615,3,peripheral,19,250.5920999683431,21615_3
RG,Low,0,None,1.5,1.78436699998565,g,21615,3,peripheral,20,284.3669999856502,21615_3
RG,High,0,None,1,1.28428939986043,g,21615,3,peripheral,21,284.2893998604268,21615_3
BW,Low,0,None,1,1.25156869995408,g,21615,3,peripheral,22,251.5686999540776,21615_3
BW,Low,0,None,2,2.25048020016402,g,21615,3,peripheral,23,250.48020016402006,21615_3
BW,High,0,None,1,1.30127699999139,g,21615,3,peripheral,24,301.27699999138713,21615_3
RG,Low,0,None,4.500000000000001,4.801692500012,g,21615,3,peripheral,25,301.6925000119945,21615_3
BW,High,0,None,1,1.35069220000878,g,21615,3,peripheral,26,350.69220000877976,21615_3
BW,Low,0,None,7,7.26694389991462,g,21615,3,peripheral,27,266.9438999146223,21615_3
BW,Low,0,None,4.999999999999999,5.25108489999548,g,21615,3,peripheral,28,251.0848999954769,21615_3
BW,High,0,None,4.999999999999999,5.31708379997872,g,21615,3,peripheral,29,317.08379997871907,21615_3
RG,Low,0,None,1,1.28352569998242,g,21615,3,peripheral,30,283.5256999824196,21615_3
RG,High,0,space,6.5,6.75047510000877,g,21615,3,peripheral,31,250.47510000877082,21615_3
RG,High,0,None,1,1.30025750002824,g,21615,3,peripheral,32,300.2575000282377,21615_3
RG,Low,0,None,3.0000000000000004,3.24992790003307,g,21615,2,peripheral,2,249.92790003307164,21615_2
RG,High,0,None,1.5,1.88405840005726,g,21615,2,peripheral,3,384.058400057256,21615_2
RG,High,0,None,2,2.25132139981724,g,21615,2,peripheral,4,251.32139981724322,21615_2
BW,High,0,None,2.5,2.76717959996313,g,21615,2,peripheral,5,267.179599963129,21615_2
BW,Low,0,None,4,4.23388339998201,g,21615,2,peripheral,6,233.88339998200536,21615_2
BW,Low,0,None,1,1.25040120002814,g,21615,2,peripheral,7,250.40120002813637,21615_2
RG,Low,0,space,7.500000000000001,7.75015310011804,g,21615,2,peripheral,8,250.15310011804016,21615_2
BW,High,0,space,1,1.35093960002996,g,21615,2,peripheral,9,350.9396000299605,21615_2
RG,Low,0,None,4,4.23372610006481,g,21615,2,peripheral,10,233.7261000648141,21615_2
BW,High,0,None,4,4.33396950014867,g,21615,2,peripheral,11,333.9695001486689,21615_2
RG,Low,0,None,1.5,1.76622550003231,g,21615,2,peripheral,12,266.2255000323055,21615_2
BW,Low,0,None,2.5,2.75008619995788,g,21615,2,peripheral,13,250.0861999578774,21615_2
RG,High,0,space,2,2.30000659986399,g,21615,2,peripheral,14,300.00659986399114,21615_2
RG,High,0,None,3.5,3.75112379994243,g,21615,2,peripheral,15,251.12379994243383,21615_2
BW,Low,0,None,3.5,3.73414229997434,g,21615,2,peripheral,16,234.14229997433722,21615_2
RG,High,0,None,1,1.25120979989879,g,21615,2,peripheral,17,251.20979989878833,21615_2
BW,Low,0,None,1,1.23362140008248,g,21615,2,peripheral,18,233.62140008248412,21615_2
BW,High,0,None,4,4.31721300003119,g,21615,2,peripheral,19,317.21300003118813,21615_2
BW,High,0,None,4,4.35011729993857,g,21615,2,peripheral,20,350.11729993857443,21615_2
RG,Low,0,space,6,6.28346009994857,g,21615,2,peripheral,21,283.46009994857013,21615_2
RG,High,0,None,1.5,1.80075279995799,g,21615,2,peripheral,22,300.75279995799065,21615_2
RG,Low,0,None,1,1.26771139982156,g,21615,2,peripheral,23,267.71139982156456,21615_2
BW,Low,0,None,2.5,2.73419460002333,g,21615,2,peripheral,24,234.19460002332926,21615_2
BW,Low,0,None,4.500000000000001,4.733897899976,g,21615,2,peripheral,25,233.8978999759993,21615_2
BW,High,0,None,3.5,3.86770880012773,g,21615,2,peripheral,26,367.7088001277298,21615_2
RG,Low,0,None,6.5,6.80049289995804,g,21615,2,peripheral,27,300.4928999580443,21615_2
RG,High,0,None,1,1.30038639996201,g,21615,2,peripheral,28,300.386399962008,21615_2
BW,High,0,None,5.5,5.83386900019832,g,21615,2,peripheral,29,333.86900019832046,21615_2
RG,High,0,None,2,2.36715139984153,g,21615,2,peripheral,30,367.1513998415321,21615_2
BW,Low,0,None,2,2.21770259994082,g,21615,2,peripheral,31,217.70259994082107,21615_2
RG,Low,0,None,1.5,1.80022839992307,g,21615,2,peripheral,32,300.22839992307127,21615_2
BW,Low,0,None,1.5,1.73446689988486,g,21615,1,central,2,234.46689988486492,21615_1
RG,Low,0,None,1.5,1.75037250015885,g,21615,1,central,3,250.37250015884638,21615_1
BW,Low,0,None,1,1.28397219977342,g,21615,1,central,4,283.9721997734159,21615_1
RG,High,0,None,1.5,1.71724249981344,g,21615,1,central,5,217.2424998134377,21615_1
BW,High,0,None,5.5,5.75016799988225,g,21615,1,central,6,250.16799988225102,21615_1
RG,Low,0,None,4.999999999999999,5.23368649999611,g,21615,1,central,7,233.68649999611168,21615_1
RG,High,0,None,4.999999999999999,5.26747229998,g,21615,1,central,8,267.47229998000057,21615_1
BW,Low,0,None,3.5,3.70096839987673,g,21615,1,central,9,200.96839987672865,21615_1
BW,Low,0,None,4.500000000000001,4.73457680013962,g,21615,1,central,10,234.57680013962002,21615_1
BW,High,0,None,1,1.28420399990864,g,21615,1,central,11,284.203999908641,21615_1
BW,High,0,None,1,1.31757579999976,g,21615,1,central,12,317.5757999997586,21615_1
RG,High,0,None,1,1.25136339990422,g,21615,1,central,13,251.3633999042213,21615_1
RG,High,0,None,1.5,1.71685910015367,g,21615,1,central,14,216.8591001536695,21615_1
RG,Low,0,space,8,8.25119370012544,g,21615,1,central,15,251.19370012544096,21615_1
RG,Low,0,None,1,1.26746980007738,g,21615,1,central,16,267.46980007737875,21615_1
BW,Low,0,None,2,2.21717699989676,g,21615,1,central,17,217.17699989676476,21615_1
RG,Low,0,None,4.999999999999999,5.26773869991302,g,21615,1,central,18,267.7386999130258,21615_1
BW,High,0,None,1,1.2340847000014,g,21615,1,central,19,234.0847000014037,21615_1
RG,Low,0,None,7,7.26750950003043,g,21615,1,central,20,267.50950003042817,21615_1
RG,High,0,space,2,2.30088709993288,g,21615,1,central,21,300.8870999328792,21615_1
RG,High,0,None,1,1.31709949998185,g,21615,1,central,22,317.0994999818504,21615_1
BW,Low,0,None,4.999999999999999,5.20032000006177,g,21615,1,central,23,200.3200000617662,21615_1
BW,High,0,None,3.0000000000000004,3.26676949998364,g,21615,1,central,24,266.76949998363807,21615_1
RG,High,0,space,1,1.28438759990968,g,21615,1,central,25,284.3875999096781,21615_1
RG,Low,0,None,1,1.23358030011877,g,21615,1,central,26,233.58030011877418,21615_1
RG,Low,0,None,2.5,2.75065320008434,g,21615,1,central,27,250.653200084344,21615_1
BW,High,0,None,1.5,1.80103360000066,g,21615,1,central,28,301.0336000006646,21615_1
BW,High,0,None,4.500000000000001,4.75129320006818,g,21615,1,central,29,251.2932000681749,21615_1
RG,High,0,None,1,1.26839350000955,g,21615,1,central,30,268.39350000955164,21615_1
BW,Low,0,None,4.999999999999999,5.25025400007144,g,21615,1,central,31,250.25400007143705,21615_1
BW,Low,0,None,6.5,6.75002629985102,g,21615,1,central,32,250.0262998510152,21615_1
BW,Low,6,None,6.5,6.75107900006697,g,21581,4,central,1,251.07900006696582,21581_4
RG,High,1,None,2,2.38496199995279,g,21581,4,central,2,384.9619999527931,21581_4
RG,Low,8,None,1.5,1.76735430001281,g,21581,4,central,3,267.354300012812,21581_4
BW,Low,14,None,1.5,1.7674274998717,g,21581,4,central,4,267.427499871701,21581_4
BW,High,13,None,7.500000000000001,7.91857540002093,g,21581,4,central,5,418.5754000209263,21581_4
BW,High,46,None,1,1.45063280011527,g,21581,4,central,6,450.6328001152724,21581_4
RG,Low,11,None,1,1.28367820009589,g,21581,4,central,7,283.67820009589195,21581_4
RG,High,20,None,8,8.39976219995879,g,21581,4,central,8,399.76219995878637,21581_4
RG,High,5,None,1,1.31702399998903,g,21581,4,central,10,317.02399998903275,21581_4
RG,Low,19,None,5.5,5.75115370005369,g,21581,4,central,11,251.15370005369186,21581_4
RG,Low,8,None,4,4.28373949998058,g,21581,4,central,12,283.7394999805838,21581_4
RG,High,2,None,1.5,1.81774640013464,g,21581,4,central,13,317.74640013463795,21581_4
BW,High,57,None,1,1.38334319996648,g,21581,4,central,14,383.34319996647537,21581_4
BW,Low,74,None,6,6.30085570015945,g,21581,4,central,15,300.8557001594454,21581_4
BW,Low,21,None,1,1.2833263000939,g,21581,4,central,16,283.3263000939039,21581_4
BW,Low,73,None,4.999999999999999,5.33411730010994,g,21581,4,central,17,334.1173001099387,21581_4
RG,High,19,None,7.500000000000001,7.78370600007474,g,21581,4,central,18,283.7060000747433,21581_4
BW,Low,11,None,6,6.26788369985297,g,21581,4,central,19,267.8836998529732,21581_4
RG,Low,75,None,1,1.2836259000469,g,21581,4,central,20,283.6259000468999,21581_4
BW,High,26,None,2,2.43377229990438,g,21581,4,central,21,433.77229990437627,21581_4
BW,High,36,None,1.5,1.81823490001261,g,21581,4,central,22,318.23490001261234,21581_4
RG,Low,3,None,2.5,2.80099300015718,g,21581,4,central,23,300.993000157177,21581_4
RG,High,3,None,2,2.28423839993775,g,21581,4,central,24,284.2383999377489,21581_4
BW,High,35,None,1.5,1.83416610001586,g,21581,4,central,25,334.166100015864,21581_4
RG,High,32,None,1.5,1.83368930011056,g,21581,4,central,26,333.6893001105641,21581_4
BW,Low,86,None,5.5,5.78327639983036,g,21581,4,central,27,283.27639983035624,21581_4
BW,Low,16,None,1.5,1.76739010005258,g,21581,4,central,28,267.39010005258024,21581_4
RG,High,36,None,2.5,2.93431199993938,g,21581,4,central,29,434.3119999393821,21581_4
RG,Low,1,None,3.0000000000000004,3.31822520005517,g,21581,4,central,31,318.2252000551666,21581_4
RG,Low,2,None,1,1.30111530004069,g,21581,4,central,32,301.1153000406921,21581_4
BW,High,11,None,8,8.36766609991901,g,21581,3,peripheral,1,367.66609991900623,21581_3
BW,Low,114,None,4.999999999999999,5.25077779986896,g,21581,3,peripheral,2,250.7777998689571,21581_3
RG,High,7,None,5.5,5.80055810022168,g,21581,3,peripheral,3,300.5581002216786,21581_3
RG,Low,1,None,6,6.30081379995681,g,21581,3,peripheral,4,300.81379995681345,21581_3
RG,Low,29,None,1.5,1.7509093999397,g,21581,3,peripheral,5,250.90939993970096,21581_3
BW,High,3,None,3.0000000000000004,3.38374829990789,g,21581,3,peripheral,6,383.7482999078925,21581_3
BW,Low,19,None,4.500000000000001,4.71787020005286,g,21581,3,peripheral,7,217.87020005285652,21581_3
RG,High,1,None,2,2.33329360000789,g,21581,3,peripheral,8,333.2936000078921,21581_3
BW,Low,6,None,2.5,2.7510269000195,g,21581,3,peripheral,9,251.02690001949668,21581_3
BW,High,37,None,7.500000000000001,7.83391229994595,g,21581,3,peripheral,10,333.9122999459496,21581_3
BW,High,6,None,6,6.35051310015842,g,21581,3,peripheral,11,350.5131001584232,21581_3
RG,Low,63,None,1,1.28445139992982,g,21581,3,peripheral,12,284.4513999298215,21581_3
RG,Low,1,None,8,8.30033140000887,g,21581,3,peripheral,13,300.33140000887215,21581_3
BW,Low,1,None,2.5,2.83401730004698,g,21581,3,peripheral,14,334.0173000469804,21581_3
RG,High,1,None,6,6.30025430000387,g,21581,3,peripheral,15,300.2543000038713,21581_3
RG,High,14,None,1,1.2844448001124,g,21581,3,peripheral,16,284.4448001123965,21581_3
RG,Low,3,None,1,1.30008370010182,g,21581,3,peripheral,17,300.0837001018226,21581_3
RG,Low,7,None,1,1.28429640014656,g,21581,3,peripheral,18,284.2964001465589,21581_3
BW,High,1,None,1,1.30063569988124,g,21581,3,peripheral,19,300.6356998812407,21581_3
BW,Low,10,None,3.0000000000000004,3.26750799990259,g,21581,3,peripheral,20,267.50799990259065,21581_3
RG,High,7,None,4,4.30056969984435,g,21581,3,peripheral,21,300.56969984434545,21581_3
BW,Low,1,None,1,1.26725980010815,g,21581,3,peripheral,23,267.25980010814965,21581_3
RG,High,1,None,3.5,3.76750710001215,g,21581,3,peripheral,24,267.5071000121534,21581_3
RG,Low,12,None,4.500000000000001,4.78457530005835,g,21581,3,peripheral,25,284.57530005834906,21581_3
BW,Low,11,None,3.0000000000000004,3.28426930005662,g,21581,3,peripheral,26,284.2693000566205,21581_3
BW,Low,2,None,1,1.30033410014585,g,21581,3,peripheral,27,300.3341001458466,21581_3
RG,High,1,None,1.5,1.83428600011393,g,21581,3,peripheral,28,334.2860001139345,21581_3
BW,High,42,None,1,1.28342420002446,g,21581,3,peripheral,29,283.4242000244558,21581_3
RG,Low,17,None,2,2.28365679993294,g,21581,3,peripheral,30,283.6567999329418,21581_3
RG,High,7,None,3.0000000000000004,3.30076910019852,g,21581,3,peripheral,32,300.76910019852176,21581_3
BW,High,1,None,1,1.38440540013835,g,21581,2,peripheral,1,384.40540013834834,21581_2
BW,Low,2,None,4,4.25090829981491,g,21581,2,peripheral,2,250.9082998149097,21581_2
RG,Low,8,None,4.500000000000001,4.86760829994455,g,21581,2,peripheral,3,367.6082999445489,21581_2
BW,High,11,None,1.5,1.95047300006263,g,21581,2,peripheral,4,450.4730000626296,21581_2
BW,Low,1,None,5.5,5.75050340010785,g,21581,2,peripheral,5,250.50340010784566,21581_2
RG,Low,2,None,1,1.28467669989914,g,21581,2,peripheral,6,284.676699899137,21581_2
RG,High,1,None,1.5,1.93496870016679,g,21581,2,peripheral,7,434.9687001667919,21581_2
RG,High,10,None,1.5,1.81758649996482,g,21581,2,peripheral,8,317.58649996481836,21581_2
BW,High,1,None,1,1.36708230013028,g,21581,2,peripheral,9,367.0823001302781,21581_2
RG,Low,11,None,4,4.41741500003263,g,21581,2,peripheral,10,417.41500003263354,21581_2
BW,High,4,None,7,7.38422560016625,g,21581,2,peripheral,11,384.2256001662463,21581_2
RG,High,6,None,1,1.44967090012506,g,21581,2,peripheral,12,449.6709001250565,21581_2
BW,Low,3,None,6.5,6.73439320013858,g,21581,2,peripheral,13,234.39320013858378,21581_2
BW,Low,2,None,2,2.23470319993794,g,21581,2,peripheral,14,234.7031999379401,21581_2
RG,Low,1,None,3.0000000000000004,3.26746400003321,g,21581,2,peripheral,15,267.46400003321423,21581_2
RG,High,1,None,3.5,3.86701359995641,g,21581,2,peripheral,16,367.01359995640814,21581_2
BW,High,26,None,3.5,3.81810380006209,g,21581,2,peripheral,17,318.10380006209016,21581_2
RG,High,3,None,8,8.30095259984955,g,21581,2,peripheral,18,300.9525998495519,21581_2
BW,Low,40,None,1,1.2506947000511,g,21581,2,peripheral,19,250.69470005109906,21581_2
RG,Low,1,None,2.5,2.80162039981224,g,21581,2,peripheral,20,301.6203998122364,21581_2
BW,High,1,None,2,2.35166750010103,g,21581,2,peripheral,21,351.6675001010299,21581_2
RG,High,1,None,2,2.41720220004208,g,21581,2,peripheral,22,417.20220004208386,21581_2
RG,Low,1,None,3.5,3.83421430015005,g,21581,2,peripheral,23,334.21430015005217,21581_2
BW,Low,22,None,2,2.23451629979536,g,21581,2,peripheral,24,234.51629979535983,21581_2
RG,Low,1,None,4.999999999999999,5.33497720002197,g,21581,2,peripheral,25,334.9772000219682,21581_2
BW,High,1,None,2.5,2.86801240011118,g,21581,2,peripheral,26,368.0124001111835,21581_2
BW,High,1,None,3.0000000000000004,3.29993019998074,g,21581,2,peripheral,27,299.9301999807353,21581_2
BW,Low,9,None,6,6.25128049985506,g,21581,2,peripheral,28,251.2804998550564,21581_2
RG,High,1,None,2,2.30083860014565,g,21581,2,peripheral,29,300.8386001456529,21581_2
BW,Low,8,None,1,1.25180219998583,g,21581,2,peripheral,30,251.80219998583198,21581_2
RG,High,2,None,2,2.28350390004925,g,21581,2,peripheral,31,283.5039000492543,21581_2
RG,Low,1,None,1,1.26761450013146,g,21581,2,peripheral,32,267.61450013145804,21581_2
RG,Low,61,None,1.5,1.74973859987222,g,21581,1,central,2,249.73859987221658,21581_1
BW,Low,3,None,2,2.25165840005502,g,21581,1,central,3,251.65840005502105,21581_1
BW,High,22,None,1,1.36769880005158,g,21581,1,central,4,367.69880005158484,21581_1
BW,Low,5,None,1,1.2179729999043,g,21581,1,central,5,217.97299990430474,21581_1
RG,High,1,None,1.5,1.78390590008348,g,21581,1,central,6,283.9059000834825,21581_1
RG,Low,1,None,1,1.28414159989916,g,21581,1,central,7,284.1415998991581,21581_1
RG,High,1,None,1,1.26791499997489,g,21581,1,central,8,267.91499997489154,21581_1
BW,Low,4,None,2.5,2.73480520001613,g,21581,1,central,9,234.80520001612604,21581_1
RG,High,1,None,4,4.26741229998879,g,21581,1,central,10,267.41229998879135,21581_1
RG,High,1,None,4,4.28468399983831,g,21581,1,central,11,284.6839998383084,21581_1
BW,High,5,None,1,1.30107729998417,g,21581,1,central,12,301.077299984172,21581_1
BW,Low,6,None,1.5,1.71752410009503,g,21581,1,central,13,217.52410009503365,21581_1
RG,Low,1,None,5.5,5.76698600011878,g,21581,1,central,14,266.98600011877716,21581_1
BW,High,1,None,2.5,2.90056849992834,g,21581,1,central,15,400.5684999283403,21581_1
RG,Low,9,None,4.999999999999999,5.33417130005546,g,21581,1,central,16,334.17130005546005,21581_1
BW,Low,1,None,3.0000000000000004,3.25065649999306,g,21581,1,central,17,250.6564999930556,21581_1
RG,High,11,None,7.500000000000001,7.75075069977902,g,21581,1,central,18,250.75069977901788,21581_1
RG,Low,3,None,4.500000000000001,4.76673749997281,g,21581,1,central,19,266.73749997280447,21581_1
BW,Low,68,None,2.5,2.71714020008221,g,21581,1,central,20,217.1402000822127,21581_1
RG,High,1,None,2,2.33367559988983,g,21581,1,central,21,333.67559988982975,21581_1
RG,Low,4,None,1,1.26827830006368,g,21581,1,central,22,268.2783000636846,21581_1
BW,High,16,None,4,4.41726640006527,g,21581,1,central,23,417.26640006527305,21581_1
BW,High,2,None,6,6.41750809992664,g,21581,1,central,24,417.5080999266356,21581_1
BW,Low,2,None,2,2.25114320009016,g,21581,1,central,25,251.143200090155,21581_1
RG,Low,11,None,1.5,1.75162950018421,g,21581,1,central,26,251.62950018420815,21581_1
RG,High,1,None,2,2.28399199992418,g,21581,1,central,27,283.9919999241829,21581_1
BW,High,8,None,1.5,1.83404019987211,g,21581,1,central,28,334.0401998721063,21581_1
BW,Low,1,None,6,6.2335657000076,g,21581,1,central,29,233.56570000760257,21581_1
RG,Low,1,None,8,8.2506309999153,g,21581,1,central,30,250.6309999153018,21581_1
BW,High,1,None,1,1.40121009992436,g,21581,1,central,31,401.2100999243555,21581_1
RG,High,1,None,1,1.24974679993466,g,21581,1,central,32,249.74679993465543,21581_1
BW,High,1,None,1,1.4509301000507548,g,21570,4,central,1,450.93010005075485,21570_4
RG,High,25,None,2,2.4501583001110703,g,21570,4,central,2,450.1583001110703,21570_4
BW,High,0,None,4,4.3341647000052035,g,21570,4,central,3,334.1647000052044,21570_4
BW,Low,52,None,3.5,3.8164733999874443,g,21570,4,central,4,316.4733999874438,21570_4
BW,Low,3,None,1,1.4004247999982908,g,21570,4,central,5,400.42479999829084,21570_4
RG,Low,34,None,3.0000000000000004,3.3174028999637812,g,21570,4,central,6,317.4028999637803,21570_4
RG,High,29,None,2.5,2.8004940999671817,g,21570,4,central,7,300.4940999671817,21570_4
RG,Low,13,None,7.500000000000001,7.833674099994823,g,21570,4,central,8,333.6740999948224,21570_4
BW,High,11,None,2,2.3007323999190703,g,21570,4,central,9,300.7323999190703,21570_4
RG,Low,16,None,4.999999999999999,5.266714100027457,g,21570,4,central,10,266.7141000274578,21570_4
RG,High,31,None,1.5,1.8172076999908313,g,21570,4,central,11,317.20769999083154,21570_4
BW,Low,9,None,7,7.251025400008075,g,21570,4,central,12,251.02540000807494,21570_4
RG,Low,28,None,1.5,1.883546800003387,g,21570,4,central,14,383.54680000338703,21570_4
BW,High,26,None,1.5,1.8669717999873683,g,21570,4,central,15,366.9717999873685,21570_4
BW,Low,4,None,2.5,2.7502357999328524,g,21570,4,central,16,250.2357999328524,21570_4
RG,Low,38,None,1,1.3838009999599308,g,21570,4,central,19,383.8009999599308,21570_4
RG,High,3,None,1,1.3671961000654846,g,21570,4,central,20,367.19610006548464,21570_4
BW,Low,19,None,3.0000000000000004,3.2836655999999493,g,21570,4,central,21,283.6655999999489,21570_4
BW,High,16,None,2,2.467140099965036,g,21570,4,central,22,467.1400999650359,21570_4
BW,High,0,None,6.5,6.9005134999752045,g,21570,4,central,23,400.51349997520447,21570_4
BW,Low,36,None,2,2.3174198999768123,g,21570,4,central,25,317.4198999768123,21570_4
RG,High,22,None,7,7.350352899986319,g,21570,4,central,26,350.35289998631924,21570_4
RG,Low,23,None,1.5,1.850572600029409,g,21570,4,central,27,350.57260002940893,21570_4
BW,High,11,None,1.5,1.8009573000017554,g,21570,4,central,28,300.95730000175536,21570_4
RG,High,10,None,4,4.417622200096957,g,21570,4,central,29,417.6222000969574,21570_4
RG,Low,9,space,3.0000000000000004,3.317538099945523,g,21570,4,central,30,317.5380999455224,21570_4
BW,High,1,None,3.0000000000000004,3.300038899993524,g,21570,4,central,31,300.0388999935235,21570_4
BW,Low,2,None,1,1.2338738000253215,g,21570,4,central,32,233.87380002532154,21570_4
RG,High,32,None,3.0000000000000004,3.450804999913089,g,21570,3,peripheral,1,450.8049999130885,21570_3
BW,High,11,None,4,4.317217399948277,g,21570,3,peripheral,2,317.2173999482766,21570_3
BW,High,2,None,2.5,2.800712199998088,g,21570,3,peripheral,4,300.7121999980882,21570_3
RG,Low,2,None,8,8.28327279991936,g,21570,3,peripheral,5,283.2727999193594,21570_3
RG,Low,37,None,3.5,3.9009403000818565,g,21570,3,peripheral,6,400.940300081857,21570_3
BW,Low,1,None,1,1.2844518000492826,g,21570,3,peripheral,7,284.4518000492826,21570_3
RG,High,13,None,3.0000000000000004,3.417879500077106,g,21570,3,peripheral,8,417.8795000771056,21570_3
BW,High,4,None,3.0000000000000004,3.3343109999550506,g,21570,3,peripheral,9,334.31099995504974,21570_3
BW,Low,12,None,6,6.300312199979089,g,21570,3,peripheral,10,300.3121999790892,21570_3
RG,High,32,None,1.5,1.884674199973233,g,21570,3,peripheral,11,384.67419997323304,21570_3
RG,Low,18,None,1,1.3009724000003189,g,21570,3,peripheral,12,300.9724000003189,21570_3
RG,High,50,None,1.5,1.7669063999783248,g,21570,3,peripheral,13,266.90639997832477,21570_3
BW,Low,22,None,1,1.3509477000916377,g,21570,3,peripheral,14,350.94770009163767,21570_3
BW,High,35,None,6,6.366949699935503,g,21570,3,peripheral,15,366.9496999355033,21570_3
RG,Low,42,space,2,2.3673223999794573,g,21570,3,peripheral,16,367.32239997945726,21570_3
BW,Low,15,None,1,1.2839528999757022,g,21570,3,peripheral,17,283.95289997570217,21570_3
BW,High,8,None,2,2.3008808000013232,g,21570,3,peripheral,18,300.8808000013232,21570_3
RG,High,28,None,6,6.333591699949466,g,21570,3,peripheral,19,333.5916999494657,21570_3
RG,Low,8,None,2,2.334208899992518,g,21570,3,peripheral,20,334.2088999925181,21570_3
RG,Low,10,None,2,2.2675706000300124,g,21570,3,peripheral,21,267.57060003001243,21570_3
BW,Low,14,None,3.5,3.7836613000836223,g,21570,3,peripheral,22,283.66130008362234,21570_3
BW,High,0,None,1,1.4176332000643015,g,21570,3,peripheral,23,417.6332000643015,21570_3
RG,High,1,None,7,7.350683100055903,g,21570,3,peripheral,24,350.6831000559032,21570_3
