ruler,frequency,roi_2.numLooks,key_resp_5.keys,rdtDropTime,rdtPressTime,reactionPress.keys,participant,block_number,fixation_cond,trialNumber,rt,identifier
BW,Low,1,None,4,4.31824959989171,g,21557,3,central,14,318.24959989171475,21557_3
RG,High,7,None,1,1.45116499997675,g,21557,3,central,15,451.1649999767542,21557_3
RG,High,15,None,1.5,1.81690679991152,g,21557,3,central,16,316.90679991152115,21557_3
BW,Low,0,None,2.5,2.78456339996774,g,21557,3,central,17,284.56339996773704,21557_3
BW,High,16,None,5.5,5.91729080001824,g,21557,3,central,18,417.29080001823604,21557_3
BW,High,14,None,1,1.43302460003179,g,21557,3,central,19,433.02460003178567,21557_3
BW,Low,1,None,1,1.33398300001863,g,21557,3,central,20,333.9830000186339,21557_3
RG,High,0,None,1.5,1.86712860001717,g,21557,3,central,21,367.1286000171681,21557_3
RG,High,13,None,1.5,1.9013209999539,g,21557,3,central,22,401.32099995389603,21557_3
RG,Low,8,None,3.0000000000000004,3.31707470002584,g,21557,3,central,23,317.07470002584114,21557_3
RG,Low,15,None,4,4.40122290002182,g,21557,3,central,24,401.22290002182126,21557_3
BW,High,2,None,1,1.4505705999909,g,21557,3,central,25,450.5705999908969,21557_3
RG,Low,0,None,1.5,1.81789760000538,g,21557,3,central,26,317.8976000053808,21557_3
BW,Low,25,None,1.5,1.78398960002232,g,21557,3,central,27,283.98960002232343,21557_3
RG,High,12,None,8,8.33408899989445,g,21557,3,central,28,334.0889998944476,21557_3
BW,Low,1,None,3.5,3.80098599998746,g,21557,3,central,29,300.9859999874607,21557_3
RG,High,1,None,3.0000000000000004,3.41743189992849,g,21557,3,central,30,417.4318999284874,21557_3
BW,High,1,None,1.5,2.0003295999486,g,21557,3,central,31,500.32959994859993,21557_3
RG,Low,14,None,2,2.38385519990698,g,21557,3,central,32,383.85519990697503,21557_3
RG,High,1,None,1,1.3333156000589952,g,21557,2,central,1,333.3156000589952,21557_2
BW,High,1,None,2.5,2.9169362999964505,g,21557,2,central,3,416.93629999645054,21557_2
RG,Low,1,None,2,2.384273900068365,g,21557,2,central,4,384.27390006836504,21557_2
BW,High,2,None,1.5,1.934326299931854,g,21557,2,central,5,434.326299931854,21557_2
RG,Low,1,None,4.500000000000001,4.784119699965231,g,21557,2,central,6,284.1196999652302,21557_2
BW,Low,1,None,3.0000000000000004,3.300209300010465,g,21557,2,central,7,300.20930001046463,21557_2
BW,Low,1,None,3.5,3.8843898000195622,g,21557,2,central,8,384.3898000195618,21557_2
BW,Low,1,None,4,4.367790200049058,g,21557,2,central,9,367.7902000490576,21557_2
BW,Low,1,None,4.500000000000001,4.784670799970627,g,21557,2,central,10,284.6707999706259,21557_2
RG,Low,1,None,7,7.301440799958073,g,21557,2,central,11,301.4407999580726,21557_2
BW,High,1,None,7,7.401451000012457,g,21557,2,central,12,401.45100001245737,21557_2
RG,Low,22,None,4.999999999999999,5.401371099986136,g,21557,2,central,13,401.37109998613687,21557_2
BW,High,3,None,1.5,1.9686260999878868,g,21557,2,central,14,468.62609998788685,21557_2
RG,High,15,None,1,1.4674447999568656,g,21557,2,central,15,467.4447999568656,21557_2
RG,High,5,None,1.5,1.9673523999517784,g,21557,2,central,16,467.35239995177835,21557_2
BW,Low,14,None,2.5,2.833539600018412,g,21557,2,central,17,333.5396000184119,21557_2
RG,High,13,None,4.999999999999999,5.433640700066462,g,21557,2,central,18,433.64070006646307,21557_2
BW,Low,7,None,2,2.3000314000528306,g,21557,2,central,19,300.0314000528306,21557_2
RG,High,1,None,6,6.367485200054944,g,21557,2,central,20,367.48520005494356,21557_2
BW,High,5,None,5.5,5.900239799986593,g,21557,2,central,21,400.2397999865934,21557_2
BW,High,3,None,1,1.4513560000341386,g,21557,2,central,22,451.35600003413856,21557_2
RG,Low,2,None,1,1.3507990000071004,g,21557,2,central,23,350.7990000071004,21557_2
RG,Low,2,None,1.5,1.8512815999565646,g,21557,2,central,24,351.28159995656483,21557_2
BW,High,19,None,1,1.416995899984613,g,21557,2,central,25,416.99589998461306,21557_2
BW,Low,1,None,1,1.4841571999713778,g,21557,2,central,27,484.15719997137785,21557_2
RG,Low,22,None,6,6.334682599990629,g,21557,2,central,28,334.68259999062866,21557_2
RG,High,18,None,1,1.4499266999773681,g,21557,2,central,29,449.9266999773679,21557_2
RG,High,9,None,4.999999999999999,5.433465300011449,g,21557,2,central,31,433.4653000114495,21557_2
BW,Low,1,None,2,2.316574800061062,g,21557,2,central,32,316.574800061062,21557_2
BW,Low,1,None,6.5,6.817499099997804,g,21557,1,peripheral,1,317.49909999780357,21557_1
BW,High,1,None,3.0000000000000004,3.434305200004019,g,21557,1,peripheral,2,434.3052000040184,21557_1
BW,Low,1,None,3.0000000000000004,3.450748899951577,g,21557,1,peripheral,3,450.74889995157673,21557_1
RG,High,1,None,1,1.4348702999996021,g,21557,1,peripheral,4,434.8702999996019,21557_1
RG,Low,1,None,4.500000000000001,4.817525500082411,g,21557,1,peripheral,5,317.52550008240996,21557_1
RG,High,2,None,4.999999999999999,5.417978500016034,g,21557,1,peripheral,6,417.97850001603456,21557_1
RG,Low,2,None,1.5,1.9174897000193596,g,21557,1,peripheral,7,417.48970001936004,21557_1
BW,High,1,None,1,1.4666869000066072,g,21557,1,peripheral,8,466.6869000066072,21557_1
BW,Low,1,None,3.5,3.816123199998401,g,21557,1,peripheral,9,316.1231999984011,21557_1
BW,High,1,None,3.5,3.93410249997396,g,21557,1,peripheral,10,434.1024999739602,21557_1
BW,Low,9,None,2,2.250846500042826,g,21557,1,peripheral,11,250.84650004282594,21557_1
RG,Low,4,None,2,2.351857600035146,g,21557,1,peripheral,12,351.8576000351459,21557_1
BW,High,1,None,3.5,3.934211799991317,g,21557,1,peripheral,13,434.2117999913171,21557_1
RG,High,1,None,7.500000000000001,7.883981699938886,g,21557,1,peripheral,14,383.98169993888496,21557_1
RG,Low,3,None,1.5,1.867656399961561,g,21557,1,peripheral,15,367.65639996156096,21557_1
RG,High,1,None,2,2.450963900075294,g,21557,1,peripheral,16,450.9639000752941,21557_1
BW,High,1,None,1,1.3506792000262067,g,21557,1,peripheral,17,350.6792000262069,21557_1
BW,Low,1,None,6,6.3511424999451265,g,21557,1,peripheral,18,351.1424999451274,21557_1
RG,High,31,None,2,2.450551599962637,g,21557,1,peripheral,19,450.55159996263683,21557_1
RG,High,1,None,4,4.43368170002941,g,21557,1,peripheral,20,433.6817000294104,21557_1
BW,Low,6,None,1,1.30093999998644,g,21557,1,peripheral,21,300.93999998643994,21557_1
RG,Low,2,None,1,1.3346112000290304,g,21557,1,peripheral,22,334.61120002903044,21557_1
BW,High,1,None,4.999999999999999,5.4013638000469655,g,21557,1,peripheral,23,401.3638000469664,21557_1
RG,Low,1,None,4,4.3844459999818355,g,21557,1,peripheral,24,384.4459999818364,21557_1
RG,High,5,None,7,7.451743999961764,g,21557,1,peripheral,25,451.7439999617636,21557_1
BW,High,6,None,7.500000000000001,7.967507899971679,g,21557,1,peripheral,28,467.50789997167794,21557_1
RG,Low,1,None,6,6.35074300004635,g,21557,1,peripheral,29,350.74300004635006,21557_1
BW,Low,1,None,1,1.3345200000330806,g,21557,1,peripheral,30,334.5200000330806,21557_1
BW,Low,1,None,3.0000000000000004,3.3502498000161722,g,21557,1,peripheral,31,350.2498000161713,21557_1
RG,Low,12,None,3.0000000000000004,3.3680770999053493,g,21557,1,peripheral,32,368.07709990534886,21557_1
RG,High,1,None,1.5,1.83387770000263,g,21553,4,peripheral,1,333.8777000026312,21553_4
BW,High,1,None,1,1.3510602999886,g,21553,4,peripheral,2,351.0602999886032,21553_4
BW,Low,1,None,2.5,2.76785460000974,g,21553,4,peripheral,3,267.85460000974126,21553_4
RG,Low,1,None,2,2.28428739999072,g,21553,4,peripheral,4,284.28739999071695,21553_4
BW,High,1,None,1.5,1.90061039998545,g,21553,4,peripheral,5,400.6103999854529,21553_4
RG,High,1,None,1,1.40114770000218,g,21553,4,peripheral,6,401.1477000021839,21553_4
RG,Low,1,None,1.5,1.83363209999516,g,21553,4,peripheral,7,333.63209999515675,21553_4
BW,Low,1,None,1,1.39987720001955,g,21553,4,peripheral,8,399.8772000195461,21553_4
RG,High,1,None,1,1.43448860000353,g,21553,4,peripheral,9,434.48860000353307,21553_4
RG,Low,7,None,1,1.28389560000505,g,21553,4,peripheral,10,283.895600005053,21553_4
BW,High,1,None,2.5,2.8833684999845,g,21553,4,peripheral,11,383.36849998449907,21553_4
BW,Low,1,None,1,1.28406350000296,g,21553,4,peripheral,12,284.0635000029581,21553_4
RG,High,1,None,4,4.4172437999805,g,21553,4,peripheral,13,417.243799980497,21553_4
BW,High,1,None,2,2.40082039998379,g,21553,4,peripheral,14,400.82039998378605,21553_4
BW,Low,1,None,7,7.30020570001216,g,21553,4,peripheral,15,300.20570001215674,21553_4
RG,Low,1,None,7,7.3010360999906,g,21553,4,peripheral,16,301.036099990597,21553_4
BW,High,1,None,1.5,1.83431750000454,g,21553,4,peripheral,17,334.31750000454485,21553_4
RG,High,1,None,7,7.36803030001465,g,21553,4,peripheral,18,368.0303000146523,21553_4
RG,Low,1,None,5.5,5.8335478999943,g,21553,4,peripheral,19,333.5478999943007,21553_4
BW,Low,1,None,4.500000000000001,4.76752160000615,g,21553,4,peripheral,20,267.5216000061473,21553_4
BW,High,1,None,2.5,2.85131080000428,g,21553,4,peripheral,21,351.31080000428483,21553_4
RG,High,1,None,2.5,2.80094989997451,g,21553,4,peripheral,22,300.94989997451194,21553_4
BW,Low,1,None,1,1.26752989998204,g,21553,4,peripheral,23,267.529899982037,21553_4
RG,Low,1,None,6.5,6.80051739999908,g,21553,4,peripheral,24,300.5173999990802,21553_4
RG,High,1,None,3.0000000000000004,3.45025659998646,g,21553,4,peripheral,25,450.2565999864596,21553_4
RG,Low,1,None,3.5,3.81771289999597,g,21553,4,peripheral,26,317.7128999959682,21553_4
RG,Low,1,None,2.5,2.81719160001376,g,21553,4,peripheral,27,317.1916000137571,21553_4
BW,Low,1,None,6,6.26665700000012,g,21553,4,peripheral,28,266.65700000012293,21553_4
BW,High,1,None,3.5,3.88412339999923,g,21553,4,peripheral,30,384.1233999992255,21553_4
BW,High,2,None,1.5,1.86713379999856,g,21553,4,peripheral,31,367.13379999855556,21553_4
BW,Low,1,None,6,6.23339939999278,g,21553,4,peripheral,32,233.39939999277703,21553_4
RG,High,1,None,1.5,1.91717820000486,g,21553,3,central,1,417.17820000485517,21553_3
RG,Low,1,None,4.999999999999999,5.26783019999857,g,21553,3,central,2,267.8301999985715,21553_3
BW,Low,1,None,2.5,2.76761599999736,g,21553,3,central,3,267.61599999736063,21553_3
BW,Low,1,None,2,2.25105520000216,g,21553,3,central,4,251.0552000021562,21553_3
BW,High,1,None,3.0000000000000004,3.33387890001177,g,21553,3,central,5,333.87890001176856,21553_3
BW,High,1,None,2.5,2.83483409998007,g,21553,3,central,6,334.8340999800712,21553_3
RG,Low,1,None,1,1.26786680001533,g,21553,3,central,7,267.8668000153266,21553_3
RG,High,1,None,2.5,2.85143599999719,g,21553,3,central,8,351.435999997193,21553_3
RG,High,1,None,3.0000000000000004,3.30116310002632,g,21553,3,central,9,301.1631000263146,21553_3
RG,Low,1,None,1.5,1.80019979999634,g,21553,3,central,10,300.19979999633506,21553_3
BW,High,1,None,3.0000000000000004,3.36769539999659,g,21553,3,central,11,367.69539999659173,21553_3
RG,Low,1,None,1.5,1.81758819997776,g,21553,3,central,12,317.588199977763,21553_3
RG,High,1,None,1,1.36727890002658,g,21553,3,central,13,367.2789000265766,21553_3
BW,High,1,None,1,1.33364860000438,g,21553,3,central,14,333.64860000438057,21553_3
BW,Low,1,None,1,1.30026580000413,g,21553,3,central,15,300.2658000041265,21553_3
BW,Low,1,None,1.5,1.73355259999516,g,21553,3,central,16,233.5525999951642,21553_3
BW,Low,1,None,1,1.2338727999886,g,21553,3,central,17,233.87279998860322,21553_3
BW,Low,1,None,2,2.30140239998582,g,21553,3,central,18,301.4023999858182,21553_3
BW,High,1,None,1.5,1.7345260999864,g,21553,3,central,19,234.52609998639673,21553_3
RG,High,1,None,2.5,2.81778240000131,g,21553,3,central,20,317.7824000013061,21553_3
BW,High,1,None,4.999999999999999,5.33453930000542,g,21553,3,central,21,334.5393000054182,21553_3
RG,Low,1,None,4.500000000000001,4.76778729999205,g,21553,3,central,22,267.78729999205007,21553_3
RG,High,1,None,1.5,1.90083219998633,g,21553,3,central,23,400.8321999863256,21553_3
RG,Low,1,None,7.500000000000001,7.81768659999943,g,21553,3,central,24,317.6865999994325,21553_3
BW,High,1,None,8,8.35121189997881,g,21553,3,central,25,351.2118999788072,21553_3
RG,Low,1,None,4.500000000000001,4.83405640002456,g,21553,3,central,26,334.056400024564,21553_3
BW,Low,1,None,8,8.3351193999988,g,21553,3,central,27,335.1193999988027,21553_3
RG,High,1,None,2,2.31683490000432,g,21553,3,central,28,316.834900004324,21553_3
RG,High,1,None,1.5,1.81788360001519,g,21553,3,central,29,317.88360001519277,21553_3
BW,Low,35,None,6.5,6.78414079998038,g,21553,3,central,30,284.1407999803778,21553_3
RG,Low,1,None,1,1.38365569998859,g,21553,3,central,31,383.6556999885945,21553_3
BW,High,1,None,1,1.41731509999954,g,21553,3,central,32,417.3150999995414,21553_3
RG,High,1,None,1,1.36667690001195,g,21553,2,central,1,366.67690001195297,21553_2
BW,Low,1,None,5.5,5.73436420000507,g,21553,2,central,2,234.36420000507496,21553_2
BW,High,1,None,4.999999999999999,5.35096920002252,g,21553,2,central,3,350.96920002251954,21553_2
BW,High,1,None,3.5,3.80129450000823,g,21553,2,central,4,301.29450000822544,21553_2
BW,Low,1,None,1,1.30058270000154,g,21553,2,central,5,300.5827000015415,21553_2
RG,Low,1,None,6.5,6.80071050001425,g,21553,2,central,6,300.7105000142474,21553_2
RG,High,1,None,4,4.31782009999733,g,21553,2,central,7,317.8200999973342,21553_2
RG,Low,1,None,6.5,6.76724739998463,g,21553,2,central,8,267.2473999846261,21553_2
RG,Low,1,None,8,8.26726660001441,g,21553,2,central,9,267.26660001440905,21553_2
BW,Low,1,None,3.0000000000000004,3.28361969999969,g,21553,2,central,10,283.6196999996896,21553_2
BW,High,1,None,4.500000000000001,4.78412709999247,g,21553,2,central,11,284.12709999247363,21553_2
RG,High,2,None,1.5,1.80128590000095,g,21553,2,central,12,301.28590000094846,21553_2
RG,High,1,None,5.5,5.85046230000444,g,21553,2,central,13,350.46230000443757,21553_2
RG,Low,1,None,4.999999999999999,5.3009025999927,g,21553,2,central,14,300.9025999926971,21553_2
BW,High,1,None,3.0000000000000004,3.38440399998217,g,21553,2,central,15,384.40399998216844,21553_2
BW,Low,1,None,1,1.2508661999891,g,21553,2,central,16,250.86619998910464,21553_2
BW,High,1,None,2,2.43403119998402,g,21553,2,central,17,434.0311999840201,21553_2
RG,High,1,None,4.500000000000001,4.81753709999612,g,21553,2,central,18,317.5370999961151,21553_2
RG,Low,1,None,2.5,2.78302319999784,g,21553,2,central,19,283.0231999978423,21553_2
RG,Low,1,None,2.5,2.78441550000571,g,21553,2,central,21,284.41550000570714,21553_2
RG,High,1,None,1.5,1.91700300000957,g,21553,2,central,22,417.0030000095719,21553_2
BW,Low,1,None,2,2.28500009997515,g,21553,2,central,23,285.0000999751501,21553_2
BW,Low,1,None,1.5,1.76695520000067,g,21553,2,central,24,266.9552000006661,21553_2
BW,High,1,None,7.500000000000001,7.81756500000483,g,21553,2,central,25,317.56500000483265,21553_2
RG,High,1,None,1.5,1.83452200001921,g,21553,2,central,26,334.5220000192055,21553_2
RG,Low,1,None,1,1.33344610000495,g,21553,2,central,27,333.4461000049489,21553_2
RG,Low,1,None,4.999999999999999,5.31797040000674,g,21553,2,central,28,317.97040000674406,21553_2
BW,Low,1,None,1,1.2509132999985,g,21553,2,central,29,250.9132999985011,21553_2
RG,High,1,None,1,1.45077830000082,g,21553,2,central,30,450.7783000008203,21553_2
BW,High,1,None,1.5,1.80048370000441,g,21553,2,central,31,300.4837000044065,21553_2
BW,Low,1,None,4.999999999999999,5.23368509998545,g,21553,2,central,32,233.6850999854514,21553_2
RG,Low,1,None,2,2.48467229999369,g,21553,1,peripheral,1,484.6722999936901,21553_1
RG,High,1,None,1,1.36770819997764,g,21553,1,peripheral,2,367.7081999776419,21553_1
BW,Low,1,None,2.5,2.75112860000809,g,21553,1,peripheral,3,251.12860000808723,21553_1
BW,High,1,None,1,1.36737839999842,g,21553,1,peripheral,4,367.37839999841526,21553_1
RG,Low,1,None,1,1.38440110001829,g,21553,1,peripheral,5,384.4011000182943,21553_1
BW,High,1,None,1,1.35113259998616,g,21553,1,peripheral,6,351.1325999861583,21553_1
RG,High,1,None,1.5,1.93490530000417,g,21553,1,peripheral,7,434.90530000417493,21553_1
RG,Low,1,None,1,1.3836544000078,g,21553,1,peripheral,9,383.65440000779927,21553_1
BW,High,2,None,2,2.43389139999636,g,21553,1,peripheral,10,433.8913999963552,21553_1
RG,Low,1,None,1,1.35017099999823,g,21553,1,peripheral,11,350.17099999822676,21553_1
BW,High,1,None,1,1.40007520001382,g,21553,1,peripheral,12,400.07520001381636,21553_1
BW,Low,1,None,4.999999999999999,5.30065400002059,g,21553,1,peripheral,13,300.65400002058686,21553_1
RG,High,1,None,1,1.50095190000138,g,21553,1,peripheral,14,500.95190000138246,21553_1
RG,High,1,None,4.999999999999999,5.38384160000714,g,21553,1,peripheral,15,383.84160000714564,21553_1
BW,Low,1,None,8,8.35123800000292,g,21553,1,peripheral,16,351.2380000029225,21553_1
RG,High,2,None,5.5,5.83488639999996,g,21553,1,peripheral,17,334.8863999999594,21553_1
RG,Low,1,None,2,2.43423730001086,g,21553,1,peripheral,18,434.23730001086415,21553_1
RG,Low,1,None,1.5,1.85066140000708,g,21553,1,peripheral,19,350.661400007084,21553_1
BW,Low,1,None,8,8.33390480000526,g,21553,1,peripheral,20,333.90480000525713,21553_1
BW,High,1,None,2,2.46777310001198,g,21553,1,peripheral,21,467.773100011982,21553_1
RG,High,2,None,7.500000000000001,7.96817039998132,g,21553,1,peripheral,22,468.17039998131713,21553_1
BW,High,1,None,2.5,2.93470869999146,g,21553,1,peripheral,23,434.7086999914609,21553_1
BW,Low,1,None,4,4.35062469998957,g,21553,1,peripheral,24,350.6246999895666,21553_1
RG,Low,1,None,1,1.39991490001557,g,21553,1,peripheral,25,399.91490001557395,21553_1
BW,High,3,None,1,1.41657930001384,g,21553,1,peripheral,26,416.5793000138365,21553_1
RG,High,2,None,1.5,1.93454170000041,g,21553,1,peripheral,27,434.54170000040904,21553_1
RG,High,1,None,1.5,1.86781820000033,g,21553,1,peripheral,28,367.81820000032894,21553_1
RG,Low,1,None,6,6.35062599999947,g,21553,1,peripheral,29,350.6259999994654,21553_1
BW,Low,1,None,1,1.31693189998623,g,21553,1,peripheral,30,316.93189998622984,21553_1
BW,High,1,None,3.5,3.81737890001386,g,21553,1,peripheral,31,317.37890001386404,21553_1
BW,Low,1,None,2,2.31842100000358,g,21553,1,peripheral,32,318.42100000358187,21553_1
RG,Low,28,None,1.5,1.80117379990406,g,21551,4,peripheral,1,301.1737999040631,21551_4
RG,High,1,None,1,1.35028419992886,g,21551,4,peripheral,2,350.28419992886484,21551_4
BW,High,14,None,1.5,1.8509192999918,g,21551,4,peripheral,3,350.91929999180115,21551_4
BW,High,0,None,5.5,5.83437629998662,g,21551,4,peripheral,4,334.3762999866158,21551_4
BW,Low,6,None,8,8.21744160004891,g,21551,4,peripheral,5,217.44160004891455,21551_4
RG,High,10,None,5.5,5.80073649995029,g,21551,4,peripheral,6,300.7364999502897,21551_4
BW,Low,29,None,1,1.30067240004428,g,21551,4,peripheral,7,300.6724000442773,21551_4
RG,Low,38,None,3.5,3.81743769999593,g,21551,4,peripheral,8,317.43769999593496,21551_4
RG,Low,19,None,1.5,1.73335370002314,g,21551,4,peripheral,9,233.35370002314448,21551_4
BW,Low,3,None,1,1.30100719991606,g,21551,4,peripheral,10,301.0071999160573,21551_4
RG,High,22,None,2,2.36671720002778,g,21551,4,peripheral,11,366.71720002777874,21551_4
RG,High,15,None,7,7.23458930000197,g,21551,4,peripheral,12,234.58930000197142,21551_4
BW,High,18,None,1,1.35067650000565,g,21551,4,peripheral,13,350.67650000564754,21551_4
BW,High,15,None,4,4.35000630002469,g,21551,4,peripheral,14,350.00630002468824,21551_4
RG,Low,86,None,2,2.26686900004279,g,21551,4,peripheral,15,266.8690000427887,21551_4
BW,Low,12,None,1.5,1.78348380001262,g,21551,4,peripheral,16,283.4838000126183,21551_4
BW,High,12,None,8,8.350816299906,g,21551,4,peripheral,17,350.8162999060005,21551_4
RG,Low,0,None,7,7.26732879993506,g,21551,4,peripheral,18,267.32879993505776,21551_4
BW,Low,8,None,3.0000000000000004,3.31705569999758,g,21551,4,peripheral,19,317.05569999758063,21551_4
RG,Low,9,None,2,2.30006470007356,g,21551,4,peripheral,20,300.06470007356256,21551_4
BW,High,2,None,6,6.31802140001673,g,21551,4,peripheral,21,318.0214000167325,21551_4
BW,Low,2,None,3.0000000000000004,3.30095950001851,g,21551,4,peripheral,22,300.9595000185068,21551_4
RG,High,18,None,5.5,5.85004500008654,g,21551,4,peripheral,23,350.0450000865385,21551_4
RG,High,9,None,3.5,3.78343099995982,g,21551,4,peripheral,24,283.430999959819,21551_4
RG,High,15,None,6.5,6.78327140002511,g,21551,4,peripheral,25,283.2714000251144,21551_4
RG,Low,30,None,2,2.3005558999721,g,21551,4,peripheral,26,300.5558999720961,21551_4
BW,High,28,None,2,2.31695599993691,g,21551,4,peripheral,27,316.9559999369085,21551_4
RG,High,14,None,8,8.3839033000404,g,21551,4,peripheral,28,383.9033000404015,21551_4
BW,Low,0,None,3.0000000000000004,3.35113089997321,g,21551,4,peripheral,29,351.1308999732132,21551_4
BW,High,27,None,1.5,1.85084880003706,g,21551,4,peripheral,30,350.848800037056,21551_4
RG,Low,15,None,1.5,1.78327949997038,g,21551,4,peripheral,31,283.2794999703765,21551_4
BW,Low,32,None,5.5,5.73409630008973,g,21551,4,peripheral,32,234.0963000897318,21551_4
RG,High,6,None,1.5,1.81833929999266,g,21551,3,central,1,318.3392999926584,21551_3
BW,High,3,None,1.5,1.83350730000529,g,21551,3,central,2,333.5073000052944,21551_3
BW,High,2,None,7,7.38299199996982,g,21551,3,central,3,382.9919999698177,21551_3
RG,Low,1,None,3.0000000000000004,3.30140460003167,g,21551,3,central,4,301.40460003167345,21551_3
BW,Low,3,None,3.0000000000000004,3.23356859991327,g,21551,3,central,5,233.56859991326883,21551_3
RG,High,0,None,7.500000000000001,7.83447110000998,g,21551,3,central,6,334.4711000099769,21551_3
RG,Low,12,None,8,8.26795699994545,g,21551,3,central,7,267.9569999454543,21551_3
BW,Low,9,None,1.5,1.73376009997446,g,21551,3,central,8,233.7600999744609,21551_3
RG,High,5,None,4,4.34999200003222,g,21551,3,central,9,349.9920000322163,21551_3
BW,Low,15,None,4.999999999999999,5.21780790004414,g,21551,3,central,10,217.80790004413663,21551_3
RG,High,1,None,1.5,1.75114129995927,g,21551,3,central,11,251.14129995927192,21551_3
BW,Low,0,None,1,1.21763169998303,g,21551,3,central,12,217.63169998303056,21551_3
BW,High,0,None,3.5,3.80067429994233,g,21551,3,central,13,300.6742999423295,21551_3
BW,High,1,None,1.5,1.88363220007159,g,21551,3,central,14,383.63220007158793,21551_3
RG,Low,5,None,1.5,1.75090670003556,g,21551,3,central,15,250.90670003555715,21551_3
RG,Low,0,None,4.500000000000001,4.7670140999835,g,21551,3,central,16,267.01409998349754,21551_3
BW,Low,3,None,2.5,2.76733609999064,g,21551,3,central,17,267.336099990644,21551_3
BW,Low,0,None,6,6.28458980005234,g,21551,3,central,18,284.5898000523448,21551_3
RG,High,2,None,2,2.26766509993467,g,21551,3,central,19,267.6650999346748,21551_3
BW,High,0,None,4,4.28449680004269,g,21551,3,central,20,284.49680004268885,21551_3
RG,Low,17,None,3.0000000000000004,3.28412700002082,g,21551,3,central,21,284.12700002081647,21551_3
RG,High,3,None,2,2.28396049991716,g,21551,3,central,22,283.960499917157,21551_3
RG,Low,0,None,1,1.28332669998053,g,21551,3,central,23,283.3266999805346,21551_3
BW,High,15,None,3.5,3.8339782000985,g,21551,3,central,24,333.9782000985001,21551_3
RG,High,6,None,1,1.35031689994503,g,21551,3,central,25,350.3168999450279,21551_3
RG,High,17,None,2.5,2.71838890004437,g,21551,3,central,26,218.38890004437417,21551_3
BW,High,1,None,6.5,6.8004329999676,g,21551,3,central,27,300.4329999675974,21551_3
BW,High,9,None,5.5,5.8173620000016,g,21551,3,central,28,317.3620000015944,21551_3
RG,Low,4,None,3.5,3.73452840000391,g,21551,3,central,30,234.52840000391006,21551_3
BW,Low,0,None,4.999999999999999,5.25058690004516,g,21551,3,central,31,250.5869000451648,21551_3
RG,Low,18,None,6,6.23369810008444,g,21551,3,central,32,233.69810008443892,21551_3
BW,Low,54,None,4.999999999999999,5.25099729991052,g,21551,2,central,1,250.99729991052388,21551_2
BW,Low,1,None,6.5,6.70069420000073,g,21551,2,central,2,200.6942000007257,21551_2
RG,Low,0,None,2,2.28400370001327,g,21551,2,central,3,284.00370001327246,21551_2
RG,Low,12,None,1,1.36685590003617,g,21551,2,central,4,366.8559000361711,21551_2
RG,High,27,None,2,2.26842739991844,g,21551,2,central,5,268.427399918437,21551_2
BW,High,6,None,1,1.33345519995783,g,21551,2,central,6,333.45519995782524,21551_2
RG,High,7,None,2.5,2.76762610010337,g,21551,2,central,7,267.62610010337085,21551_2
BW,High,0,None,8,8.28452250000555,g,21551,2,central,8,284.5225000055507,21551_2
RG,High,13,None,2,2.4178478999529,g,21551,2,central,9,417.8478999529034,21551_2
RG,High,17,None,4,4.28497649997007,g,21551,2,central,10,284.976499970071,21551_2
BW,High,4,None,2.5,2.76741600001696,g,21551,2,central,11,267.416000016965,21551_2
BW,High,2,None,1,1.317317500012,g,21551,2,central,12,317.31750001199543,21551_2
BW,Low,1,None,6,6.2843612000579,g,21551,2,central,14,284.36120005790144,21551_2
BW,Low,0,None,4.500000000000001,4.73394720000215,g,21551,2,central,15,233.94720000214787,21551_2
RG,Low,2,None,1,1.35119870002382,g,21551,2,central,16,351.19870002381504,21551_2
BW,High,8,None,4.500000000000001,4.83522320003249,g,21551,2,central,17,335.2232000324875,21551_2
RG,Low,0,None,7.500000000000001,7.767364700092,g,21551,2,central,18,267.36470009200184,21551_2
RG,Low,0,None,4,4.31708730000537,g,21551,2,central,19,317.0873000053689,21551_2
RG,High,0,None,2,2.28410769999027,g,21551,2,central,20,284.1076999902725,21551_2
BW,Low,0,None,1,1.25117810000665,g,21551,2,central,21,251.17810000665486,21551_2
RG,High,2,None,4.999999999999999,5.36640060006175,g,21551,2,central,22,366.4006000617528,21551_2
BW,Low,1,None,2,2.2164066999685,g,21551,2,central,23,216.40669996850193,21551_2
BW,High,8,None,2,2.30094230000395,g,21551,2,central,24,300.9423000039533,21551_2
RG,Low,1,None,1.5,1.73451430001296,g,21551,2,central,25,234.51430001296103,21551_2
BW,Low,17,None,7,7.23410779994447,g,21551,2,central,26,234.10779994446784,21551_2
BW,Low,0,None,1,1.25113949994557,g,21551,2,central,27,251.13949994556606,21551_2
BW,High,0,None,1.5,1.80111370002851,g,21551,2,central,28,301.1137000285089,21551_2
RG,High,0,None,8,8.31685940001626,g,21551,2,central,29,316.8594000162557,21551_2
BW,High,15,None,1,1.400799700059,g,21551,2,central,30,400.7997000589969,21551_2
RG,Low,0,None,1.5,1.76804510003421,g,21551,2,central,31,268.04510003421456,21551_2
RG,High,0,None,5.5,5.80050579993986,g,21551,2,central,32,300.50579993985593,21551_2
RG,Low,39,None,1,1.26728460006416,g,21551,1,peripheral,1,267.28460006415844,21551_1
